日期,最高温(°C),最低温(°C),天气,风力风向,空气质量指数(AQI)
2025-12-27,16,11,阴~多云,东北风1级,0
2025-12-28,19,12,阴,东风1级,0
2025-12-29,22,14,阴~多云,东南风2级,0
2025-12-30,23,15,阴~多云,东南风2级,0
2025-12-31,22,14,阴~小雨,东南风3级,0
2026-01-01,16,9,小雨,东北风3级,0
2026-01-02,12,10,阴,东北风3级,0
2026-01-03,14,10,晴~多云,东风2级,0
2026-01-04,16,11,阴,东南风2级,0
2026-01-05,12,10,阴,北风2级,0
2026-01-06,15,9,阴~晴,北风2级,0
2026-01-07,16,9,晴,北风2级,0
2026-01-08,18,9,晴,北风1级,0
2026-01-09,19,8,晴,西北风1级,0
2026-01-10,21,10,晴~多云,西北风1级,0
2026-01-11,22,12,晴,东北风2级,0
2026-01-12,22,11,多云~晴,东南风2级,0
2026-01-13,22,12,晴,西南风1级,0
2026-01-14,23,11,多云,东南风2级,0
2026-01-15,22,15,阴,西南风1级,0
2026-01-16,23,16,雾~阴,东南风2级,0
2026-01-17,23,16,多云,东南风2级,0
2026-01-18,25,16,雾~多云,东南风2级,0
2026-01-19,22,14,雾~阴,东南风3级,0
2026-01-20,19,7,阴,东南风3级,0
2026-01-21,5,4,小雨~阴,东北风2级,0
2026-01-22,7,3,小雨~阴,北风2级,0
2026-01-23,10,8,晴~阴,东北风微风,0
2026-01-24,11,9,小雨~阴,东北风1级,0
2026-01-25,14,13,小雨~阴,东南风3级,0
2026-01-26,22,13,多云~阴,东南风2级,0
2026-01-27,21,11,阴~多云,东风2级,0
2026-01-28,22,13,阴~多云,东南风2级,0
2026-01-29,20,16,雾~阴,东南风3级,0
2026-01-30,24,13,阴~小雨,东南风2级,0
2026-01-31,16,11,阴,东风2级,0
2026-02-01,17,11,晴~多云,东北风2级,0
2026-02-02,18,11,阴~多云,东北风1级,0
2026-02-03,21,13,晴~多云,东南风2级,0
2026-02-04,17,15,小雨~阴,东南风3级,0
2026-02-05,22,18,雾~阴,东南风2级,0
2026-02-06,27,13,雾~阴,东南风1级,0
2026-02-07,18,9,阴~小雨,东北风2级,0
2026-02-08,10,9,小雨~阴,东北风3级,0
2026-02-09,12,11,小雨~阴,西南风1级,0
2026-02-10,13,12,小雨,东南风2级,0
2026-02-11,15,13,阴,东南风1级,0
2026-02-12,16,15,小雨~阴,东南风3级,0
2026-02-13,21,16,雾~阴,东南风2级,0
2026-02-14,26,18,雾~阴,南风2级,0
2026-02-15,26,18,雾~多云,东南风2级,0
2026-02-16,26,13,雾~阴,东南风2级,0
2026-02-17,14,11,阴,东北风2级,0
2026-02-18,14,11,阴,东北风2级,0
2026-02-19,15,12,阴~多云,东南风1级,0
2026-02-20,23,15,晴~多云,东南风1级,0
2026-02-21,23,17,阴,东南风2级,0
2026-02-22,26,20,雾~阴,东南风2级,0
2026-02-23,23,20,阴~小雨,东南风3级,0
2026-02-24,26,19,雾~阴,东南风2级,0
2026-02-25,21,19,小雨,东南风2级,0
2026-02-26,21,19,中雨~阴,东南风2级,0
2026-02-27,26,21,雾~阴,东南风2级,0
2026-02-28,25,21,小雨,东南风3级,0
2026-03-01,30,22,阴,东南风2级,0
2026-03-02,24,14,雾~小雨,东南风2级,0
2026-03-03,16,13,阴~多云,东北风2级,0
2026-03-04,19,13,小雨~多云,东北风2级,0
2026-03-05,25,15,多云,东南风2级,0
2026-03-06,24,17,多云,东南风2级,0
2026-03-07,23,18,阴~多云,东南风3级,0
2026-03-08,22,14,阴,东南风3级,0
2026-03-09,16,12,小雨~阴,东南风2级,0
